identifiant_client,identifiant_institution,mois,revenu_net_activites,autres_revenus_menage,charges_menage,capacite_mensuelle,coussin_estime
CLT-000024,INS-001,2025-06,-29103,0,0,-29103,558979
CLT-000024,INS-001,2025-07,-43522,0,0,-43522,548099
CLT-000024,INS-001,2025-08,-42327,0,0,-42327,537517
CLT-000024,INS-001,2025-09,-55515,0,0,-55515,523638
CLT-000024,INS-001,2025-10,-71633,0,0,-71633,505730
CLT-000024,INS-001,2025-11,-61623,0,0,-61623,490324
CLT-000024,INS-001,2025-12,-59541,0,0,-59541,475439
CLT-000025,INS-001,2021-04,30591,48220,25659,53152,212288
CLT-000025,INS-001,2021-05,24656,39548,20681,43523,223169
CLT-000025,INS-001,2021-06,30419,31547,25515,36451,232281
CLT-000025,INS-001,2021-07,29654,43122,24873,47903,244257
CLT-000025,INS-001,2021-08,39720,31713,33317,38116,253786
CLT-000025,INS-001,2021-09,36206,56797,30369,62634,269445
CLT-000025,INS-001,2021-10,48428,41874,40621,49681,281865
CLT-000025,INS-001,2021-11,61150,46606,51292,56464,295981
CLT-000025,INS-001,2021-12,59834,33376,50188,43023,306736
CLT-000025,INS-001,2022-01,52043,47318,43653,55708,320663
CLT-000025,INS-001,2022-02,51748,48785,43405,57127,334945
CLT-000025,INS-001,2022-03,35778,55393,30010,61161,350235
CLT-000025,INS-001,2022-04,28115,43399,23582,47932,362218
CLT-000025,INS-001,2022-05,36911,47493,30960,53444,375579
CLT-000025,INS-001,2022-06,31658,43400,26554,48504,387705
CLT-000025,INS-001,2022-07,34214,31883,28698,37399,397055
CLT-000025,INS-001,2022-08,28537,45698,23936,50299,409630
CLT-000025,INS-001,2022-09,54352,50815,45590,59577,424524
CLT-000025,INS-001,2022-10,53813,36942,45138,45617,435928
CLT-000025,INS-001,2022-11,64310,48265,53942,58633,450586
CLT-000025,INS-001,2022-12,51797,53713,43447,62064,466102
CLT-000025,INS-001,2023-01,56299,49726,47223,58802,480803
CLT-000025,INS-001,2023-02,54677,44299,45862,53114,494081
CLT-000025,INS-001,2023-03,48681,39692,40833,47540,505967
CLT-000025,INS-001,2023-04,41836,54482,35091,61226,521273
CLT-000025,INS-001,2023-05,34036,46526,28549,52013,534276
CLT-000025,INS-001,2023-06,27477,49239,23047,53669,547694
CLT-000025,INS-001,2023-07,28790,56341,24149,60982,562939
CLT-000025,INS-001,2023-08,23321,32779,19561,36538,572074
CLT-000025,INS-001,2023-09,33305,33205,27936,38574,581717
CLT-000025,INS-001,2023-10,43918,44844,36838,51924,594698
CLT-000025,INS-001,2023-11,60467,50571,50719,60319,609778
CLT-000025,INS-001,2023-12,69145,48679,57998,59826,624735
CLT-000025,INS-001,2024-01,47953,42555,40222,50286,637306
CLT-000025,INS-001,2024-02,51131,38714,42888,46958,649045
CLT-000025,INS-001,2024-03,36694,49141,30778,55057,662810
CLT-000025,INS-001,2024-04,42265,36753,35451,43566,673701
CLT-000025,INS-001,2024-05,42935,34615,36013,41536,684085
CLT-000025,INS-001,2024-06,36430,48533,30557,54406,697687
CLT-000025,INS-001,2024-07,41939,38978,35178,45739,709122
CLT-000025,INS-001,2024-08,37900,55219,31790,61329,724454
CLT-000025,INS-001,2024-09,61136,35436,51280,45292,735777
CLT-000025,INS-001,2024-10,66209,49694,55535,60368,750869
CLT-000025,INS-001,2024-11,78625,50556,65950,63231,766676
CLT-000025,INS-001,2024-12,78158,47510,65558,60110,781704
CLT-000025,INS-001,2025-01,44147,43865,37030,50982,794450
CLT-000025,INS-001,2025-02,41249,35290,34599,41939,804935
CLT-000025,INS-001,2025-03,40200,40517,33719,46998,816684
CLT-000025,INS-001,2025-04,26488,52488,22218,56758,830874
CLT-000025,INS-001,2025-05,24828,40722,20825,44725,842055
CLT-000025,INS-001,2025-06,22088,49955,18527,53516,855434
CLT-000025,INS-001,2025-07,29880,40520,25063,45338,866768
CLT-000025,INS-001,2025-08,37920,47533,31807,53646,880180
CLT-000025,INS-001,2025-09,37200,40462,31203,46459,891795
CLT-000025,INS-001,2025-10,34480,38921,28921,44480,902914
CLT-000025,INS-001,2025-11,28471,41482,23881,46072,914433
CLT-000025,INS-001,2025-12,30171,51973,25307,56837,928642
CLT-000026,INS-001,2021-05,66751,16563,40918,42396,56099
CLT-000026,INS-001,2021-06,75551,13119,46312,42358,66688
CLT-000026,INS-001,2021-07,78363,9518,48036,39845,76650
CLT-000026,INS-001,2021-08,93612,13890,57384,50119,89179
CLT-000026,INS-001,2021-09,61313,16372,37585,40100,99204
CLT-000026,INS-001,2021-10,59231,14553,36308,37476,108573
CLT-000026,INS-001,2021-11,54773,12709,33576,33906,117050
CLT-000026,INS-001,2021-12,55856,14769,34239,36386,126146
CLT-000026,INS-001,2022-01,63217,12493,38752,36958,135386
CLT-000026,INS-001,2022-02,56402,14769,34574,36597,144535
CLT-000026,INS-001,2022-03,56892,9174,34874,31191,152333
CLT-000026,INS-001,2022-04,55824,12316,34220,33920,160813
CLT-000026,INS-001,2022-05,66501,15588,40765,41324,171144
CLT-000026,INS-001,2022-06,71854,15699,44046,43507,182021
CLT-000026,INS-001,2022-07,97723,13559,59904,51379,194865
CLT-000026,INS-001,2022-08,92414,9233,56649,44997,206115
CLT-000026,INS-001,2022-09,88667,9708,54352,44023,217120
CLT-000026,INS-001,2022-10,91277,10226,55952,45551,228508
CLT-000026,INS-001,2022-11,57000,14373,34941,36433,237616
CLT-000026,INS-001,2022-12,69549,13020,42633,39936,247600
CLT-000026,INS-001,2023-01,59890,13606,36712,36784,256796
CLT-000026,INS-001,2023-02,64584,12161,39590,37156,266085
CLT-000026,INS-001,2023-03,73772,14924,45222,43474,276954
CLT-000026,INS-001,2023-04,69003,11690,42298,38394,286552
CLT-000026,INS-001,2023-05,77040,11095,47225,40910,296780
CLT-000026,INS-001,2023-06,114716,16661,70320,61057,312044
CLT-000026,INS-001,2023-07,132783,15891,81395,67278,328864
CLT-000026,INS-001,2023-08,119661,14135,73351,60444,343975
CLT-000026,INS-001,2023-09,141391,10726,86672,65445,360336
CLT-000026,INS-001,2023-10,136270,13925,83533,66662,377002
CLT-000026,INS-001,2023-11,113365,11560,69492,55433,390860
CLT-000026,INS-001,2023-12,97204,9676,59585,47294,402683
CLT-000026,INS-001,2024-01,80715,16751,49478,47988,414681
CLT-000026,INS-001,2024-02,106796,14322,65465,55653,428594
CLT-000026,INS-001,2024-03,91210,9576,55911,44875,439812
CLT-000026,INS-001,2024-04,85377,13849,52336,46890,451535
CLT-000026,INS-001,2024-05,112666,16132,69064,59734,466468
CLT-000026,INS-001,2024-06,155504,14927,95323,75108,485245
CLT-000026,INS-001,2024-07,164454,12876,100809,76521,504376
CLT-000026,INS-001,2024-08,154092,16346,94457,75980,523371
CLT-000026,INS-001,2024-09,175157,15795,107370,83582,544266
CLT-000026,INS-001,2024-10,138804,12212,85086,65930,560749
CLT-000026,INS-001,2024-11,116247,11580,71259,56568,574891
CLT-000026,INS-001,2024-12,114186,12190,69995,56380,588986
CLT-000026,INS-001,2025-01,48500,13275,29730,32045,596997
CLT-000026,INS-001,2025-02,54144,11896,33190,32850,605210
CLT-000026,INS-001,2025-03,55293,12619,33894,34018,613714
CLT-000026,INS-001,2025-04,56711,16347,34764,38294,623287
CLT-000026,INS-001,2025-05,64626,10106,39615,35116,632067
CLT-000026,INS-001,2025-06,76104,14278,46651,43731,642999
CLT-000026,INS-001,2025-07,93229,10350,57149,46431,654607
CLT-000026,INS-001,2025-08,106154,13936,65072,55019,668361
CLT-000026,INS-001,2025-09,106825,15994,65483,57336,682696
CLT-000026,INS-001,2025-10,106310,16642,65167,57784,697142
CLT-000026,INS-001,2025-11,93034,11697,57029,47702,709067
CLT-000026,INS-001,2025-12,78613,11132,48189,41556,719456
CLT-000027,INS-001,2021-05,4897,13441,2819,15519,3880
CLT-000027,INS-001,2021-06,5418,21155,3119,23454,9743
CLT-000027,INS-001,2021-07,5851,12787,3368,15270,13561
CLT-000027,INS-001,2021-08,6779,21312,3902,24189,19608
CLT-000027,INS-001,2021-09,5997,13111,3452,15656,23522
CLT-000027,INS-001,2021-10,5429,20508,3125,22811,29225
CLT-000027,INS-001,2021-11,6841,16944,3938,19847,34187
CLT-000027,INS-001,2021-12,9731,16370,5602,20499,39312
CLT-000027,INS-001,2022-01,10632,18153,6120,22664,44978
CLT-000027,INS-001,2022-02,10360,19062,5964,23458,50842
CLT-000027,INS-001,2022-03,10484,20054,6035,24502,56968
CLT-000027,INS-001,2022-04,7434,15669,4279,18824,61674
CLT-000027,INS-001,2022-05,5855,15809,3370,18293,66247
CLT-000027,INS-001,2022-06,5276,11972,3037,14210,69800
CLT-000027,INS-001,2022-07,8356,20956,4810,24501,75925
CLT-000027,INS-001,2022-08,8974,18590,5166,22398,81525
CLT-000027,INS-001,2022-09,8936,14892,5144,18684,86196
CLT-000027,INS-001,2022-10,2830,16630,1629,17831,90653
CLT-000027,INS-001,2022-11,2471,15827,1422,16876,94872
CLT-000027,INS-001,2022-12,3431,12805,1975,14261,98437
CLT-000027,INS-001,2023-01,8594,17874,4947,21521,103818
CLT-000027,INS-001,2023-02,7246,16012,4171,19087,108589
CLT-000027,INS-001,2023-03,7474,13780,4302,16952,112827
CLT-000027,INS-001,2023-04,6385,14792,3676,17501,117203
CLT-000027,INS-001,2023-05,8223,20708,4734,24197,123252
CLT-000027,INS-001,2023-06,9802,15283,5643,19442,128112
CLT-000027,INS-001,2023-07,7657,15552,4408,18801,132813
CLT-000027,INS-001,2023-08,6621,16279,3811,19089,137585
CLT-000027,INS-001,2023-09,9187,19978,5288,23876,143554
CLT-000027,INS-001,2023-10,9733,15281,5603,19411,148407
CLT-000027,INS-001,2023-11,8653,14622,4981,18293,152980
CLT-000027,INS-001,2023-12,8564,16430,4930,20064,157996
CLT-000027,INS-001,2024-01,6229,11854,3586,14498,161621
CLT-000027,INS-001,2024-02,8041,17008,4629,20421,166726
CLT-000027,INS-001,2024-03,7204,19623,4147,22680,172396
CLT-000027,INS-001,2024-04,6291,13810,3621,16479,176516
CLT-000027,INS-001,2024-05,5404,14092,3111,16385,180612
CLT-000027,INS-001,2024-06,5319,18605,3062,20862,185827
CLT-000027,INS-001,2024-07,5975,21056,3440,23591,191725
CLT-000027,INS-001,2024-08,6570,18909,3782,21697,197149
CLT-000027,INS-001,2024-09,6114,19704,3520,22298,202724
CLT-000027,INS-001,2024-10,8348,14046,4806,17589,207121
CLT-000027,INS-001,2024-11,9289,15996,5347,19938,212106
CLT-000027,INS-001,2024-12,8963,15594,5160,19398,216955
CLT-000027,INS-001,2025-01,-17600,19889,0,2289,217527
CLT-000027,INS-001,2025-02,-17478,14922,0,-2556,216888
CLT-000027,INS-001,2025-03,-4326,13165,0,8839,219098
CLT-000027,INS-001,2025-04,-3928,16298,0,12370,222191
CLT-000027,INS-001,2025-05,-4312,13745,0,9433,224549
CLT-000027,INS-001,2025-06,-2792,20388,0,17596,228948
CLT-000027,INS-001,2025-07,-3452,16989,0,13537,232332
CLT-000027,INS-001,2025-08,-5504,16445,0,10941,235068
CLT-000027,INS-001,2025-09,-7638,20851,0,13213,238371
CLT-000027,INS-001,2025-10,-6796,12562,0,5766,239812
CLT-000027,INS-001,2025-11,-7502,14023,0,6521,241442
CLT-000027,INS-001,2025-12,-7003,19130,0,12127,244474
CLT-000028,INS-001,2021-05,10374,0,4579,5795,1449
CLT-000028,INS-001,2021-06,10381,0,4582,5799,2899
CLT-000028,INS-001,2021-07,12982,0,5730,7252,4712
CLT-000028,INS-001,2021-08,12200,0,5384,6816,6416
CLT-000028,INS-001,2021-09,15076,0,6654,8422,8521
CLT-000028,INS-001,2021-10,15536,0,6857,8679,10691
CLT-000028,INS-001,2021-11,22440,0,9904,12536,13825
CLT-000028,INS-001,2021-12,22737,0,10035,12702,17001
CLT-000028,INS-001,2022-01,16645,0,7346,9299,19325
CLT-000028,INS-001,2022-02,15956,0,7042,8914,21554
CLT-000028,INS-001,2022-03,19630,0,8664,10966,24295
CLT-000028,INS-001,2022-04,16207,0,7153,9054,26559
CLT-000028,INS-001,2022-05,11539,0,5093,6446,28171
CLT-000028,INS-001,2022-06,13024,0,5748,7276,29989
CLT-000028,INS-001,2022-07,16218,0,7158,9060,32255
CLT-000028,INS-001,2022-08,19692,0,8691,11001,35005
CLT-000028,INS-001,2022-09,21839,0,9639,12200,38055
CLT-000028,INS-001,2022-10,-13640,0,0,-13640,34645
CLT-000028,INS-001,2022-11,-11563,0,0,-11563,31754
CLT-000028,INS-001,2022-12,-10730,0,0,-10730,29072
CLT-000028,INS-001,2023-01,9211,0,4065,5146,30358
CLT-000028,INS-001,2023-02,8572,0,3783,4789,31555
CLT-000028,INS-001,2023-03,8205,0,3621,4584,32701
CLT-000028,INS-001,2023-04,6732,0,2971,3761,33641
CLT-000028,INS-001,2023-05,6676,0,2946,3730,34574
CLT-000028,INS-001,2023-06,14640,0,6461,8179,36618
CLT-000028,INS-001,2023-07,17159,0,7573,9586,39015
CLT-000028,INS-001,2023-08,22463,0,9914,12549,42152
CLT-000028,INS-001,2023-09,24011,0,10597,13414,45506
CLT-000028,INS-001,2023-10,33052,0,14587,18465,50122
CLT-000028,INS-001,2023-11,21483,0,9481,12002,53122
CLT-000028,INS-001,2023-12,20475,0,9037,11438,55982
CLT-000028,INS-001,2024-01,10047,0,4434,5613,57385
CLT-000028,INS-001,2024-02,3533,0,1559,1974,57878
CLT-000028,INS-001,2024-03,3367,0,1486,1881,58349
CLT-000028,INS-001,2024-04,2614,0,1154,1460,58714
CLT-000028,INS-001,2024-05,3774,0,1666,2108,59241
CLT-000028,INS-001,2024-06,3276,0,1446,1830,59698
CLT-000028,INS-001,2024-07,4440,0,1960,2480,60319
CLT-000028,INS-001,2024-08,10639,0,4695,5944,61804
CLT-000028,INS-001,2024-09,10822,0,4776,6046,63316
CLT-000028,INS-001,2024-10,12424,0,5483,6941,65051
CLT-000028,INS-001,2024-11,11631,0,5133,6498,66675
CLT-000028,INS-001,2024-12,12346,0,5449,6897,68400
CLT-000028,INS-001,2025-01,-145253,0,0,-145253,32086
CLT-000028,INS-001,2025-02,-117837,0,0,-117837,2627
CLT-000028,INS-001,2025-03,-98808,0,0,-98808,0
CLT-000028,INS-001,2025-04,-105491,0,0,-105491,0
CLT-000028,INS-001,2025-05,-131953,0,0,-131953,0
CLT-000028,INS-001,2025-06,-86456,0,0,-86456,0
CLT-000028,INS-001,2025-07,-97774,0,0,-97774,0
CLT-000028,INS-001,2025-08,-111904,0,0,-111904,0
CLT-000028,INS-001,2025-09,-110684,0,0,-110684,0
CLT-000028,INS-001,2025-10,-158026,0,0,-158026,0
CLT-000028,INS-001,2025-11,-137513,0,0,-137513,0
CLT-000028,INS-001,2025-12,-131205,0,0,-131205,0
CLT-000029,INS-001,2021-06,26291,0,10949,15342,3836
CLT-000029,INS-001,2021-07,23984,0,9988,13996,7335
CLT-000029,INS-001,2021-08,30044,0,12512,17532,11718
CLT-000029,INS-001,2021-09,32836,0,13675,19161,16508
CLT-000029,INS-001,2021-10,35505,0,14786,20719,21688
CLT-000029,INS-001,2021-11,37415,0,15581,21834,27146
CLT-000029,INS-001,2021-12,36446,0,15178,21268,32463
CLT-000029,INS-001,2022-01,29786,0,12404,17382,36809
CLT-000029,INS-001,2022-02,26894,0,11200,15694,40732
CLT-000029,INS-001,2022-03,30335,0,12633,17702,45158
CLT-000029,INS-001,2022-04,25834,0,10759,15075,48926
CLT-000029,INS-001,2022-05,23549,0,9807,13742,52362
CLT-000029,INS-001,2022-06,22148,0,9224,12924,55593
CLT-000029,INS-001,2022-07,24316,0,10126,14190,59140
CLT-000029,INS-001,2022-08,26987,0,11239,15748,63078
CLT-000029,INS-001,2022-09,29323,0,12212,17111,67355
CLT-000029,INS-001,2022-10,24375,0,10151,14224,70911
CLT-000029,INS-001,2022-11,21126,0,8798,12328,73993
CLT-000029,INS-001,2022-12,21190,0,8825,12365,77085
CLT-000029,INS-001,2023-01,28817,0,12001,16816,81289
CLT-000029,INS-001,2023-02,24895,0,10367,14528,84921
CLT-000029,INS-001,2023-03,26440,0,11011,15429,88778
CLT-000029,INS-001,2023-04,23478,0,9777,13701,92203
CLT-000029,INS-001,2023-05,20860,0,8687,12173,95246
CLT-000029,INS-001,2023-06,19022,0,7922,11100,98021
CLT-000029,INS-001,2023-07,23221,0,9670,13551,101409
CLT-000029,INS-001,2023-08,20485,0,8531,11954,104398
CLT-000029,INS-001,2023-09,21148,0,8807,12341,107483
CLT-000029,INS-001,2023-10,25171,0,10482,14689,111155
CLT-000029,INS-001,2023-11,31179,0,12984,18195,115704
CLT-000029,INS-001,2023-12,29749,0,12389,17360,120044
CLT-000029,INS-001,2024-01,27929,0,11631,16298,124118
CLT-000029,INS-001,2024-02,25599,0,10661,14938,127853
CLT-000029,INS-001,2024-03,21771,0,9067,12704,131029
CLT-000029,INS-001,2024-04,23711,0,9874,13837,134488
CLT-000029,INS-001,2024-05,25995,0,10826,15169,138280
CLT-000029,INS-001,2024-06,25882,0,10779,15103,142056
CLT-000029,INS-001,2024-07,23540,0,9803,13737,145490
CLT-000029,INS-001,2024-08,31170,0,12981,18189,150038
CLT-000029,INS-001,2024-09,33304,0,13869,19435,154896
CLT-000029,INS-001,2024-10,31631,0,13173,18458,159511
CLT-000029,INS-001,2024-11,31954,0,13307,18647,164173
CLT-000029,INS-001,2024-12,24119,0,10044,14075,167691
CLT-000029,INS-001,2025-01,-5041,0,0,-5041,166431
CLT-000029,INS-001,2025-02,-4798,0,0,-4798,165232
CLT-000029,INS-001,2025-03,-4088,0,0,-4088,164210
CLT-000029,INS-001,2025-04,-4711,0,0,-4711,163032
CLT-000029,INS-001,2025-05,-3432,0,0,-3432,162174
CLT-000029,INS-001,2025-06,-3531,0,0,-3531,161291
CLT-000029,INS-001,2025-07,-3777,0,0,-3777,160347
CLT-000029,INS-001,2025-08,-4894,0,0,-4894,159123
CLT-000029,INS-001,2025-09,-4879,0,0,-4879,157904
CLT-000029,INS-001,2025-10,-5002,0,0,-5002,156653
CLT-000029,INS-001,2025-11,-5651,0,0,-5651,155240
CLT-000029,INS-001,2025-12,-3308,0,0,-3308,154413
CLT-000030,INS-001,2021-08,124925,0,56324,68601,62650
CLT-000030,INS-001,2021-09,114670,0,51701,62969,78392
CLT-000030,INS-001,2021-10,115861,0,52238,63623,94298
CLT-000030,INS-001,2021-11,72483,0,32680,39803,104249
CLT-000030,INS-001,2021-12,67251,0,30321,36930,113481
CLT-000030,INS-001,2022-01,77421,0,34907,42514,124110
CLT-000030,INS-001,2022-02,70298,0,31695,38603,133761
CLT-000030,INS-001,2022-03,65615,0,29584,36031,142769
CLT-000030,INS-001,2022-04,62450,0,28157,34293,151342
CLT-000030,INS-001,2022-05,59010,0,26606,32404,159443
CLT-000030,INS-001,2022-06,60820,0,27422,33398,167793
CLT-000030,INS-001,2022-07,102321,0,46133,56188,181840
CLT-000030,INS-001,2022-08,134621,0,60696,73925,200321
CLT-000030,INS-001,2022-09,147800,0,66638,81162,220611
CLT-000030,INS-001,2022-10,124389,0,56083,68306,237688
CLT-000030,INS-001,2022-11,101738,0,45870,55868,251655
CLT-000030,INS-001,2022-12,101065,0,45567,55498,265529
CLT-000030,INS-001,2023-01,143342,0,64628,78714,285208
CLT-000030,INS-001,2023-02,141048,0,63594,77454,304571
CLT-000030,INS-001,2023-03,131970,0,59501,72469,322689
CLT-000030,INS-001,2023-04,125337,0,56510,68827,339895
CLT-000030,INS-001,2023-05,102666,0,46289,56377,353990
CLT-000030,INS-001,2023-06,94815,0,42749,52066,367006
CLT-000030,INS-001,2023-07,103687,0,46749,56938,381241
CLT-000030,INS-001,2023-08,82204,0,37063,45141,392526
CLT-000030,INS-001,2023-09,92227,0,41582,50645,405187
CLT-000030,INS-001,2023-10,117063,0,52780,64283,421258
CLT-000030,INS-001,2023-11,158702,0,71553,87149,443045
CLT-000030,INS-001,2023-12,130912,0,59024,71888,461017
CLT-000030,INS-001,2024-01,122743,0,55341,67402,477868
CLT-000030,INS-001,2024-02,93638,0,42218,51420,490723
CLT-000030,INS-001,2024-03,100933,0,45507,55426,504579
CLT-000030,INS-001,2024-04,89779,0,40478,49301,516904
CLT-000030,INS-001,2024-05,88793,0,40034,48759,529094
CLT-000030,INS-001,2024-06,88030,0,39690,48340,541179
CLT-000030,INS-001,2024-07,102659,0,46286,56373,555272
CLT-000030,INS-001,2024-08,103729,0,46768,56961,569513
CLT-000030,INS-001,2024-09,123641,0,55746,67895,586487
CLT-000030,INS-001,2024-10,139145,0,62736,76409,605589
CLT-000030,INS-001,2024-11,28697,0,12939,15758,609528
CLT-000030,INS-001,2024-12,38199,0,17223,20976,614773
CLT-000030,INS-001,2025-01,-2408,0,0,-2408,614171
CLT-000030,INS-001,2025-02,-2172,0,0,-2172,613628
CLT-000030,INS-001,2025-03,-2302,0,0,-2302,613052
CLT-000030,INS-001,2025-04,-2558,0,0,-2558,612413
CLT-000030,INS-001,2025-05,-2752,0,0,-2752,611725
CLT-000030,INS-001,2025-06,-1950,0,0,-1950,611237
CLT-000030,INS-001,2025-07,-9393,0,0,-9393,608889
CLT-000030,INS-001,2025-08,-9616,0,0,-9616,606485
CLT-000030,INS-001,2025-09,-11117,0,0,-11117,603706
CLT-000030,INS-001,2025-10,-11910,0,0,-11910,600728
CLT-000030,INS-001,2025-11,-11234,0,0,-11234,597920
CLT-000030,INS-001,2025-12,-9522,0,0,-9522,595539
CLT-000031,INS-001,2021-09,40197,10642,16804,34035,20509
CLT-000031,INS-001,2021-10,94926,13302,39683,68545,37645
CLT-000031,INS-001,2021-11,79547,13727,33254,60020,52650
CLT-000031,INS-001,2021-12,71675,10903,29963,52615,65804
CLT-000031,INS-001,2022-01,60227,15102,25177,50151,78341
CLT-000031,INS-001,2022-02,52692,9393,22027,40057,88356
CLT-000031,INS-001,2022-03,56458,15566,23602,48422,100461
CLT-000031,INS-001,2022-04,55674,12784,23274,45184,111757
CLT-000031,INS-001,2022-05,54762,9819,22893,41688,122179
CLT-000031,INS-001,2022-06,77421,10760,32365,55816,136133
CLT-000031,INS-001,2022-07,67085,16510,28044,55551,150021
CLT-000031,INS-001,2022-08,110386,11854,46146,76094,169045
CLT-000031,INS-001,2022-09,63088,10805,26373,47519,180924
CLT-000031,INS-001,2022-10,24342,12764,10176,26930,187657
CLT-000031,INS-001,2022-11,47039,9655,19664,37029,196914
CLT-000031,INS-001,2022-12,52370,11118,21893,41595,207313
CLT-000031,INS-001,2023-01,79576,14260,33266,60570,222456
CLT-000031,INS-001,2023-02,47187,11742,19726,39202,232256
CLT-000031,INS-001,2023-03,49277,9882,20600,38560,241896
CLT-000031,INS-001,2023-04,69314,11859,28976,52197,254945
CLT-000031,INS-001,2023-05,39246,13323,16406,36162,263986
CLT-000031,INS-001,2023-06,39567,15703,16541,38729,273668
CLT-000031,INS-001,2023-07,55526,15518,23212,47832,285626
CLT-000031,INS-001,2023-08,35077,13301,14664,33714,294055
CLT-000031,INS-001,2023-09,44502,15935,18604,41834,304513
CLT-000031,INS-001,2023-10,69475,12716,29044,53147,317800
CLT-000031,INS-001,2023-11,87733,9566,36676,60623,332956
CLT-000031,INS-001,2023-12,99276,12119,41502,69894,350429
CLT-000031,INS-001,2024-01,61299,9720,25626,45394,361777
CLT-000031,INS-001,2024-02,43656,10604,18250,36010,370780
CLT-000031,INS-001,2024-03,68008,13384,28430,52962,384020
CLT-000031,INS-001,2024-04,57449,16295,24016,49728,396452
CLT-000031,INS-001,2024-05,44370,10524,18549,36346,405539
CLT-000031,INS-001,2024-06,57693,9757,24118,43332,416372
CLT-000031,INS-001,2024-07,65828,10486,27519,48795,428570
CLT-000031,INS-001,2024-08,30620,15124,12800,32944,436806
CLT-000031,INS-001,2024-09,61406,12187,25670,47923,448787
CLT-000031,INS-001,2024-10,99395,14997,41551,72841,466997
CLT-000031,INS-001,2024-11,76595,15907,32020,60482,482117
CLT-000031,INS-001,2024-12,63981,15063,26747,52297,495192
CLT-000031,INS-001,2025-01,-5129,14187,0,9058,497456
CLT-000031,INS-001,2025-02,-3885,11011,0,7126,499238
CLT-000031,INS-001,2025-03,-3610,9620,0,6010,500740
CLT-000031,INS-001,2025-04,-2811,15318,0,12507,503867
CLT-000031,INS-001,2025-05,-2229,9277,0,7048,505629
CLT-000031,INS-001,2025-06,-3642,12758,0,9116,507908
CLT-000031,INS-001,2025-07,-5435,14991,0,9556,510297
CLT-000031,INS-001,2025-08,-3927,15464,0,11537,513181
CLT-000031,INS-001,2025-09,-3771,14379,0,10608,515833
CLT-000031,INS-001,2025-10,-2584,10133,0,7549,517721
CLT-000031,INS-001,2025-11,-4601,11268,0,6667,519387
CLT-000031,INS-001,2025-12,-5208,12004,0,6796,521086
CLT-000032,INS-001,2021-09,30314,105401,15851,119864,85466
CLT-000032,INS-001,2021-10,36735,114040,19209,131566,118358
CLT-000032,INS-001,2021-11,25827,124762,13505,137084,152629
CLT-000032,INS-001,2021-12,50193,92914,26246,116861,181844
CLT-000032,INS-001,2022-01,53556,103103,28005,128654,214007
CLT-000032,INS-001,2022-02,59458,113625,31091,141992,249505
CLT-000032,INS-001,2022-03,46146,78983,24130,100999,274755
CLT-000032,INS-001,2022-04,52139,75340,27264,100215,299809
CLT-000032,INS-001,2022-05,63352,126042,33127,156267,338876
CLT-000032,INS-001,2022-06,39604,109900,20709,128795,371074
CLT-000032,INS-001,2022-07,33169,127589,17344,143414,406928
CLT-000032,INS-001,2022-08,38204,115061,19977,133288,440250
CLT-000032,INS-001,2022-09,56872,94073,29739,121207,470552
CLT-000032,INS-001,2022-10,28582,88149,14946,101786,495998
CLT-000032,INS-001,2022-11,31875,135891,16668,151098,533773
CLT-000032,INS-001,2022-12,30466,101433,15931,115968,562765
CLT-000032,INS-001,2023-01,38291,121389,20023,139657,597679
CLT-000032,INS-001,2023-02,37917,118301,19827,136391,631777
CLT-000032,INS-001,2023-03,49366,75249,25814,98801,656477
CLT-000032,INS-001,2023-04,57259,110480,29941,137798,690927
CLT-000032,INS-001,2023-05,53787,77336,28126,102998,716676
CLT-000032,INS-001,2023-06,63528,127680,33219,157988,756173
CLT-000032,INS-001,2023-07,33967,110741,17762,126946,787910
CLT-000032,INS-001,2023-08,57297,125094,29961,152430,826017
CLT-000032,INS-001,2023-09,75906,133652,39692,169867,868484
CLT-000032,INS-001,2023-10,90441,112801,47292,155950,907471
CLT-000032,INS-001,2023-11,86027,96511,44984,137554,941860
CLT-000032,INS-001,2023-12,101001,95107,52814,143294,977683
CLT-000032,INS-001,2024-01,68022,108389,35569,140842,1012894
CLT-000032,INS-001,2024-02,70368,106711,36796,140283,1047965
CLT-000032,INS-001,2024-03,41769,106572,21841,126500,1079590
CLT-000032,INS-001,2024-04,48557,96940,25391,120106,1109616
CLT-000032,INS-001,2024-05,52677,108337,27545,133469,1142984
CLT-000032,INS-001,2024-06,61967,91107,32403,120671,1173151
CLT-000032,INS-001,2024-07,38657,103402,20214,121845,1203613
CLT-000032,INS-001,2024-08,56218,103041,29397,129863,1236078
CLT-000032,INS-001,2024-09,54759,129383,28634,155508,1274955
CLT-000032,INS-001,2024-10,40587,136093,21223,155457,1313820
CLT-000032,INS-001,2024-11,41856,83626,21887,103595,1339718
CLT-000032,INS-001,2024-12,43145,100972,22561,121557,1370107
CLT-000032,INS-001,2025-01,7024,122770,3673,126121,1401638
CLT-000032,INS-001,2025-02,7764,84694,4060,88398,1423737
CLT-000032,INS-001,2025-03,8350,108574,4366,112558,1451877
CLT-000032,INS-001,2025-04,11605,99342,6068,104879,1478096
CLT-000032,INS-001,2025-05,7156,103767,3742,107181,1504892
CLT-000032,INS-001,2025-06,7720,102191,4037,105874,1531360
CLT-000032,INS-001,2025-07,8924,77772,4666,82030,1551868
