identifiant_demande,identifiant_institution,aurait_ete_decaisse,defaut_contrefactuel,jours_retard_max_contrefactuel,capital_perdu_contrefactuel
DEM-020590,INS-003,1,0,4,0
DEM-020595,INS-003,1,1,90,125000
DEM-020599,INS-003,1,0,4,0
DEM-020601,INS-003,1,0,4,0
DEM-020604,INS-003,1,0,3,0
DEM-020605,INS-003,1,0,3,0
DEM-020606,INS-003,1,0,3,0
DEM-020607,INS-003,1,0,2,0
DEM-020610,INS-003,1,0,4,0
DEM-020616,INS-003,1,0,4,0
DEM-020619,INS-003,1,0,4,0
DEM-020620,INS-003,1,0,35,0
DEM-020626,INS-003,1,0,3,0
DEM-020644,INS-003,1,0,2,0
DEM-020649,INS-003,1,0,3,0
DEM-020650,INS-003,1,0,16,0
DEM-020665,INS-003,1,0,3,0
DEM-020675,INS-003,1,0,4,0
DEM-020676,INS-003,1,0,4,0
DEM-020678,INS-003,1,0,3,0
DEM-020679,INS-003,1,0,35,0
DEM-020685,INS-003,1,0,4,0
DEM-020686,INS-003,1,0,4,0
DEM-020687,INS-003,1,0,0,0
DEM-020691,INS-003,1,0,3,0
DEM-020706,INS-003,1,1,151,145003
DEM-020709,INS-003,1,0,2,0
DEM-020710,INS-003,1,0,4,0
DEM-020714,INS-003,1,1,90,10208
DEM-020715,INS-003,1,0,4,0
DEM-020719,INS-003,1,0,32,0
DEM-020721,INS-003,1,0,32,0
DEM-020722,INS-003,1,0,4,0
DEM-020723,INS-003,1,0,3,0
DEM-020724,INS-003,1,1,90,10000
DEM-020725,INS-003,1,0,3,0
DEM-020726,INS-003,1,0,23,0
DEM-020728,INS-003,0,0,4,0
DEM-020729,INS-003,1,0,4,0
DEM-020730,INS-003,1,1,90,10000
DEM-020731,INS-003,1,0,28,0
DEM-020732,INS-003,1,0,19,0
DEM-020737,INS-003,0,0,30,0
DEM-020741,INS-003,1,0,3,0
DEM-020746,INS-003,1,0,4,0
DEM-020747,INS-003,1,0,4,0
DEM-020751,INS-003,1,0,3,0
DEM-020752,INS-003,1,0,3,0
DEM-020753,INS-003,1,1,90,18959
DEM-020755,INS-003,1,0,4,0
DEM-020758,INS-003,1,1,90,45000
DEM-020759,INS-003,1,0,4,0
DEM-020760,INS-003,1,0,4,0
DEM-020762,INS-003,1,0,31,0
DEM-020763,INS-003,1,0,28,0
DEM-020764,INS-003,1,0,3,0
DEM-020765,INS-003,1,0,4,0
DEM-020769,INS-003,1,0,4,0
DEM-020777,INS-003,1,0,24,0
DEM-020779,INS-003,1,1,90,35000
DEM-020785,INS-003,1,0,1,0
DEM-020791,INS-003,1,0,4,0
DEM-020792,INS-003,0,0,29,0
DEM-020793,INS-003,1,0,3,0
DEM-020795,INS-003,1,0,3,0
DEM-020804,INS-003,1,0,3,0
DEM-020805,INS-003,1,0,4,0
DEM-020807,INS-003,1,0,22,0
DEM-020811,INS-003,1,0,4,0
DEM-020813,INS-003,1,0,4,0
DEM-020814,INS-003,1,0,4,0
DEM-020816,INS-003,1,0,4,0
DEM-020819,INS-003,1,0,9,0
DEM-020820,INS-003,1,0,0,0
DEM-020835,INS-003,1,0,17,0
DEM-020837,INS-003,1,0,5,0
DEM-020838,INS-003,1,0,1,0
DEM-020839,INS-003,1,0,3,0
DEM-020840,INS-003,1,0,4,0
DEM-020842,INS-003,1,0,4,0
DEM-020847,INS-003,0,0,4,0
DEM-020848,INS-003,1,0,1,0
DEM-020852,INS-003,1,0,30,0
DEM-020853,INS-003,1,0,4,0
DEM-020854,INS-003,1,0,4,0
DEM-020862,INS-003,1,1,90,9396
DEM-020863,INS-003,1,1,90,6899
DEM-020864,INS-003,1,0,4,0
DEM-020865,INS-003,0,0,4,0
DEM-020866,INS-003,1,0,4,0
DEM-020867,INS-003,1,1,90,50000
DEM-020870,INS-003,1,1,121,55000
DEM-020885,INS-003,1,0,4,0
DEM-020891,INS-003,1,0,4,0
DEM-020892,INS-003,0,0,4,0
DEM-020897,INS-003,1,1,90,68771
DEM-020903,INS-003,1,0,4,0
DEM-020904,INS-003,1,0,4,0
DEM-020906,INS-003,0,0,1,0
DEM-020907,INS-003,1,0,4,0
DEM-020908,INS-003,1,0,3,0
DEM-020915,INS-003,1,0,4,0
DEM-020916,INS-003,0,0,3,0
DEM-020919,INS-003,1,0,4,0
DEM-020927,INS-003,1,1,90,77916
DEM-020939,INS-003,1,0,4,0
DEM-020940,INS-003,1,0,30,0
DEM-020943,INS-003,1,0,4,0
DEM-020961,INS-003,1,0,4,0
DEM-020976,INS-003,1,1,90,27500
DEM-020977,INS-003,0,0,3,0
DEM-020982,INS-003,1,0,3,0
DEM-020984,INS-003,1,0,4,0
DEM-020988,INS-003,1,0,1,0
DEM-020989,INS-003,1,0,0,0
DEM-020995,INS-003,1,0,4,0
DEM-020998,INS-003,1,0,0,0
DEM-020999,INS-003,1,0,35,0
DEM-021000,INS-003,1,0,31,0
DEM-021001,INS-003,1,1,90,125000
DEM-021002,INS-003,1,0,33,0
DEM-021003,INS-003,0,0,3,0
DEM-021006,INS-003,1,0,4,0
DEM-021008,INS-003,1,0,3,0
DEM-021011,INS-003,1,0,28,0
DEM-021015,INS-003,0,0,4,0
DEM-021017,INS-003,1,0,32,0
DEM-021021,INS-003,1,0,25,0
DEM-021025,INS-003,1,1,90,23673
DEM-021026,INS-003,1,0,30,0
DEM-021031,INS-003,1,0,4,0
DEM-021033,INS-003,1,0,4,0
DEM-021035,INS-003,1,0,3,0
DEM-021044,INS-003,0,0,6,0
DEM-021056,INS-003,1,0,3,0
DEM-021057,INS-003,1,0,3,0
DEM-021058,INS-003,1,0,4,0
DEM-021059,INS-003,1,0,3,0
DEM-021060,INS-003,1,0,4,0
DEM-021061,INS-003,1,0,4,0
DEM-021064,INS-003,1,0,6,0
DEM-021066,INS-003,1,0,4,0
DEM-021068,INS-003,1,0,4,0
DEM-021070,INS-003,1,0,4,0
DEM-021071,INS-003,1,0,2,0
DEM-021073,INS-003,1,1,90,63333
DEM-021081,INS-003,1,0,4,0
DEM-021082,INS-003,1,0,21,0
DEM-021085,INS-003,1,0,1,0
DEM-021088,INS-003,1,0,3,0
DEM-021094,INS-003,1,0,4,0
DEM-021095,INS-003,1,0,4,0
DEM-021096,INS-003,1,0,4,0
DEM-021097,INS-003,1,0,3,0
DEM-021100,INS-003,1,0,3,0
DEM-021112,INS-003,1,0,4,0
DEM-021120,INS-003,1,0,1,0
DEM-021121,INS-003,1,0,4,0
DEM-021122,INS-003,1,0,11,0
DEM-021124,INS-003,1,0,24,0
DEM-021129,INS-003,1,1,121,137969
DEM-021133,INS-003,1,0,34,0
DEM-021144,INS-003,1,0,4,0
DEM-021145,INS-003,1,0,4,0
DEM-021146,INS-003,1,0,30,0
DEM-021147,INS-003,1,0,16,0
DEM-021155,INS-003,1,0,13,0
DEM-021159,INS-003,1,1,90,100000
DEM-021165,INS-003,1,0,33,0
DEM-021169,INS-003,1,0,0,0
DEM-021170,INS-003,1,0,4,0
DEM-021171,INS-003,0,0,4,0
DEM-021174,INS-003,1,0,4,0
DEM-021175,INS-003,1,1,90,79170
DEM-021176,INS-003,1,0,57,0
DEM-021186,INS-003,1,0,3,0
DEM-021188,INS-003,1,0,3,0
DEM-021192,INS-003,1,0,4,0
DEM-021193,INS-003,1,0,21,0
DEM-021196,INS-003,1,0,1,0
DEM-021201,INS-003,1,1,90,12500
DEM-021203,INS-003,1,0,4,0
DEM-021204,INS-003,1,0,2,0
DEM-021210,INS-003,1,0,2,0
DEM-021211,INS-003,1,0,46,0
DEM-021214,INS-003,1,0,4,0
DEM-021216,INS-003,1,0,18,0
DEM-021217,INS-003,0,0,4,0
DEM-021218,INS-003,1,0,4,0
DEM-021222,INS-003,1,0,5,0
DEM-021226,INS-003,1,0,3,0
DEM-021229,INS-003,1,0,1,0
DEM-021238,INS-003,1,0,25,0
DEM-021240,INS-003,1,0,49,0
DEM-021241,INS-003,1,0,3,0
DEM-021242,INS-003,1,0,21,0
DEM-021249,INS-003,1,0,31,0
DEM-021252,INS-003,1,0,19,0
DEM-021268,INS-003,1,0,3,0
DEM-021273,INS-003,1,0,2,0
DEM-021277,INS-003,1,0,2,0
DEM-021282,INS-003,1,0,4,0
DEM-021286,INS-003,1,0,4,0
DEM-021292,INS-003,1,0,2,0
DEM-021293,INS-003,1,0,4,0
DEM-021297,INS-003,1,0,4,0
DEM-021301,INS-003,1,0,3,0
DEM-021302,INS-003,1,1,90,8943
DEM-021303,INS-003,0,0,4,0
DEM-021311,INS-003,0,0,4,0
DEM-021318,INS-003,1,0,2,0
DEM-021320,INS-003,1,0,4,0
DEM-021322,INS-003,1,0,1,0
DEM-021323,INS-003,1,0,4,0
DEM-021327,INS-003,1,0,3,0
DEM-021329,INS-003,1,0,4,0
DEM-021330,INS-003,1,0,3,0
DEM-021340,INS-003,1,1,90,64166
DEM-021349,INS-003,1,0,4,0
DEM-021351,INS-003,1,0,84,0
DEM-021355,INS-003,1,0,4,0
DEM-021356,INS-003,1,0,3,0
DEM-021372,INS-003,1,0,3,0
DEM-021373,INS-003,1,0,4,0
DEM-021374,INS-003,1,0,0,0
DEM-021376,INS-003,1,0,0,0
DEM-021381,INS-003,1,0,5,0
DEM-021382,INS-003,1,1,90,51250
DEM-021383,INS-003,1,0,3,0
DEM-021386,INS-003,1,0,4,0
DEM-021388,INS-003,1,0,4,0
DEM-021391,INS-003,1,0,2,0
DEM-021401,INS-003,1,0,4,0
DEM-021406,INS-003,1,0,4,0
DEM-021410,INS-003,1,0,3,0
DEM-021413,INS-003,1,0,3,0
DEM-021436,INS-003,1,0,3,0
DEM-021441,INS-003,1,0,31,0
DEM-021445,INS-003,1,0,4,0
DEM-021446,INS-003,1,0,2,0
DEM-021453,INS-003,1,0,2,0
DEM-021457,INS-003,1,0,3,0
DEM-021459,INS-003,1,0,4,0
DEM-021460,INS-003,1,0,2,0
DEM-021461,INS-003,1,0,25,0
DEM-021463,INS-003,1,0,4,0
DEM-021464,INS-003,1,0,4,0
DEM-021470,INS-003,0,0,4,0
DEM-021471,INS-003,1,0,34,0
DEM-021474,INS-003,1,0,3,0
DEM-021475,INS-003,1,0,4,0
DEM-021476,INS-003,1,0,4,0
DEM-021482,INS-003,1,0,4,0
DEM-021483,INS-003,1,0,4,0
DEM-021486,INS-003,1,0,3,0
DEM-021492,INS-003,1,0,3,0
DEM-021493,INS-003,1,0,2,0
DEM-021498,INS-003,1,0,3,0
DEM-021499,INS-003,1,0,3,0
DEM-021511,INS-003,1,0,3,0
DEM-021512,INS-003,1,0,4,0
DEM-021513,INS-003,1,0,4,0
DEM-021515,INS-003,1,0,4,0
DEM-021516,INS-003,1,0,4,0
DEM-021527,INS-003,1,0,3,0
DEM-021533,INS-003,1,0,4,0
DEM-021534,INS-003,1,0,4,0
DEM-021542,INS-003,1,0,4,0
DEM-021544,INS-003,1,0,4,0
DEM-021547,INS-003,1,0,3,0
DEM-021548,INS-003,1,0,8,0
DEM-021549,INS-003,1,0,2,0
DEM-021551,INS-003,1,0,3,0
DEM-021565,INS-003,1,0,0,0
DEM-021568,INS-003,1,0,3,0
DEM-021569,INS-003,1,0,29,0
DEM-021571,INS-003,1,0,4,0
DEM-021575,INS-003,1,0,3,0
DEM-021592,INS-003,1,0,34,0
DEM-021594,INS-003,1,0,4,0
DEM-021603,INS-003,1,1,99,59444
DEM-021604,INS-003,1,0,63,0
DEM-021607,INS-003,0,0,4,0
DEM-021608,INS-003,1,0,4,0
DEM-021609,INS-003,1,0,4,0
DEM-021610,INS-003,1,0,4,0
DEM-021620,INS-003,1,0,4,0
DEM-021622,INS-003,1,0,23,0
DEM-021627,INS-003,1,0,2,0
DEM-021631,INS-003,0,0,4,0
DEM-021632,INS-003,1,0,4,0
DEM-021639,INS-003,1,1,90,35817
DEM-021645,INS-003,1,1,90,40833
DEM-021650,INS-003,1,0,0,0
DEM-021655,INS-003,1,1,90,7606
DEM-021656,INS-003,1,0,4,0
DEM-021665,INS-003,1,0,4,0
DEM-021669,INS-003,1,0,4,0
DEM-021675,INS-003,1,0,39,0
DEM-021682,INS-003,1,0,4,0
DEM-021683,INS-003,1,0,28,0
DEM-021686,INS-003,1,0,4,0
DEM-021687,INS-003,1,0,4,0
DEM-021702,INS-003,1,0,4,0
DEM-021704,INS-003,1,0,4,0
DEM-021705,INS-003,1,1,90,27889
DEM-021706,INS-003,1,1,152,98748
DEM-021716,INS-003,1,0,4,0
DEM-021717,INS-003,1,0,33,0
DEM-021719,INS-003,1,0,3,0
DEM-021720,INS-003,0,0,4,0
DEM-021721,INS-003,0,0,4,0
DEM-021724,INS-003,1,0,62,0
DEM-021725,INS-003,1,0,1,0
DEM-021726,INS-003,1,0,30,0
DEM-021731,INS-003,1,0,2,0
DEM-021745,INS-003,1,1,90,62500
DEM-021758,INS-003,1,0,4,0
DEM-021764,INS-003,1,0,34,0
DEM-021768,INS-003,1,0,0,0
DEM-021772,INS-003,1,0,4,0
DEM-021779,INS-003,1,0,4,0
DEM-021781,INS-003,1,0,2,0
DEM-021786,INS-003,1,0,4,0
DEM-021788,INS-003,1,0,4,0
DEM-021793,INS-003,1,0,4,0
DEM-021796,INS-003,1,0,4,0
DEM-021798,INS-003,1,0,4,0
DEM-021813,INS-003,1,0,4,0
DEM-021814,INS-003,0,0,1,0
DEM-021815,INS-003,1,0,3,0
DEM-021816,INS-003,1,0,4,0
DEM-021817,INS-003,1,1,90,62500
DEM-021818,INS-003,1,0,4,0
DEM-021819,INS-003,1,0,1,0
DEM-021820,INS-003,1,0,34,0
DEM-021824,INS-003,1,0,4,0
DEM-021827,INS-003,1,0,2,0
DEM-021828,INS-003,1,0,4,0
DEM-021829,INS-003,1,0,24,0
DEM-021830,INS-003,1,0,4,0
DEM-021831,INS-003,1,0,2,0
DEM-021834,INS-003,1,0,3,0
DEM-021837,INS-003,1,0,28,0
DEM-021838,INS-003,1,0,18,0
DEM-021846,INS-003,1,0,28,0
DEM-021852,INS-003,1,0,30,0
DEM-021854,INS-003,1,0,4,0
DEM-021856,INS-003,1,0,4,0
DEM-021860,INS-003,1,0,3,0
DEM-021861,INS-003,1,0,4,0
DEM-021864,INS-003,0,1,90,83333
DEM-021875,INS-003,1,0,4,0
DEM-021879,INS-003,1,0,4,0
DEM-021885,INS-003,1,0,3,0
DEM-021888,INS-003,1,1,90,35555
DEM-021890,INS-003,0,0,4,0
DEM-021899,INS-003,1,0,4,0
DEM-021916,INS-003,1,0,4,0
DEM-021917,INS-003,1,0,4,0
DEM-021922,INS-003,1,1,118,34583
DEM-021927,INS-003,0,0,15,0
DEM-021934,INS-003,1,1,90,17463
DEM-021937,INS-003,1,0,4,0
DEM-021939,INS-003,1,0,4,0
DEM-021943,INS-003,0,0,4,0
DEM-021944,INS-003,1,0,4,0
DEM-021948,INS-003,1,0,4,0
DEM-021951,INS-003,1,0,4,0
DEM-021954,INS-003,1,0,4,0
DEM-021958,INS-003,1,0,4,0
DEM-021959,INS-003,0,0,29,0
DEM-021970,INS-003,1,0,4,0
DEM-021978,INS-003,1,0,4,0
DEM-021984,INS-003,1,0,4,0
DEM-021985,INS-003,0,0,4,0
DEM-021986,INS-003,1,0,2,0
DEM-021987,INS-003,1,0,0,0
DEM-021989,INS-003,1,1,90,25049
DEM-021991,INS-003,1,0,4,0
DEM-022001,INS-003,1,0,2,0
DEM-022007,INS-003,0,0,9,0
DEM-022009,INS-003,1,0,4,0
DEM-022013,INS-003,0,0,4,0
DEM-022014,INS-003,1,0,4,0
DEM-022015,INS-003,1,0,4,0
DEM-022023,INS-003,1,0,2,0
DEM-022028,INS-003,1,0,4,0
DEM-022033,INS-003,1,0,28,0
DEM-022034,INS-003,1,0,4,0
DEM-022042,INS-003,1,0,34,0
DEM-022043,INS-003,1,0,3,0
DEM-022044,INS-003,1,0,4,0
DEM-022045,INS-003,1,0,30,0
DEM-022047,INS-003,1,0,3,0
DEM-022050,INS-003,1,1,90,41666
DEM-022051,INS-003,1,0,4,0
DEM-022054,INS-003,1,0,2,0
DEM-022055,INS-003,1,0,4,0
DEM-022058,INS-003,1,0,4,0
DEM-022060,INS-003,1,0,4,0
DEM-022061,INS-003,1,0,4,0
DEM-022063,INS-003,1,0,4,0
DEM-022066,INS-003,1,0,0,0
DEM-022076,INS-003,1,1,121,138888
DEM-022086,INS-003,1,0,31,0
DEM-022089,INS-003,1,0,0,0
DEM-022090,INS-003,1,0,4,0
DEM-022097,INS-003,1,0,4,0
DEM-022102,INS-003,1,1,90,38333
DEM-022113,INS-003,1,1,90,82087
DEM-022115,INS-003,1,0,6,0
DEM-022121,INS-003,1,0,33,0
DEM-022122,INS-003,1,0,4,0
DEM-022123,INS-003,1,0,26,0
DEM-022124,INS-003,1,0,4,0
DEM-022125,INS-003,1,0,4,0
DEM-022126,INS-003,1,0,4,0
DEM-022127,INS-003,1,0,33,0
DEM-022128,INS-003,1,0,31,0
DEM-022131,INS-003,0,0,4,0
DEM-022132,INS-003,1,1,56,318336
DEM-022142,INS-003,1,0,2,0
DEM-022145,INS-003,1,1,90,92500
DEM-022149,INS-003,1,0,3,0
DEM-022152,INS-003,1,0,12,0
DEM-022155,INS-003,1,0,3,0
DEM-022159,INS-003,1,0,4,0
DEM-022166,INS-003,1,0,4,0
DEM-022174,INS-003,1,0,1,0
DEM-022179,INS-003,1,0,4,0
DEM-022180,INS-003,1,1,90,125000
DEM-022184,INS-003,1,0,33,0
DEM-022190,INS-003,1,0,28,0
DEM-022193,INS-003,1,0,4,0
DEM-022198,INS-003,1,0,4,0
DEM-022199,INS-003,1,0,25,0
DEM-022202,INS-003,1,0,4,0
DEM-022203,INS-003,0,0,4,0
DEM-022204,INS-003,1,0,0,0
DEM-022210,INS-003,1,0,0,0
DEM-022211,INS-003,1,0,1,0
DEM-022224,INS-003,1,0,4,0
DEM-022229,INS-003,1,0,4,0
DEM-022231,INS-003,1,0,4,0
DEM-022232,INS-003,1,0,4,0
DEM-022233,INS-003,1,0,4,0
DEM-022244,INS-003,1,0,29,0
DEM-022246,INS-003,1,0,4,0
DEM-022247,INS-003,1,0,4,0
DEM-022251,INS-003,1,0,2,0
DEM-022257,INS-003,1,0,11,0
DEM-022259,INS-003,1,0,4,0
DEM-022261,INS-003,0,0,21,0
DEM-022262,INS-003,0,0,4,0
DEM-022268,INS-003,1,0,1,0
DEM-022272,INS-003,1,0,4,0
DEM-022275,INS-003,1,0,0,0
DEM-022278,INS-003,0,0,4,0
DEM-022279,INS-003,1,0,2,0
DEM-022282,INS-003,1,0,3,0
DEM-022283,INS-003,1,0,30,0
DEM-022284,INS-003,1,1,90,125000
DEM-022286,INS-003,1,0,3,0
DEM-022290,INS-003,1,1,90,80833
DEM-022293,INS-003,1,0,2,0
DEM-022296,INS-003,1,0,4,0
DEM-022302,INS-003,0,0,2,0
DEM-022303,INS-003,1,0,4,0
DEM-022305,INS-003,1,0,4,0
DEM-022306,INS-003,1,0,3,0
DEM-022307,INS-003,1,0,34,0
DEM-022320,INS-003,1,0,0,0
DEM-022322,INS-003,1,0,4,0
DEM-022330,INS-003,1,0,26,0
DEM-022336,INS-003,1,0,0,0
DEM-022339,INS-003,1,0,4,0
DEM-022342,INS-003,1,0,4,0
DEM-022347,INS-003,1,0,29,0
DEM-022348,INS-003,1,0,40,0
DEM-022357,INS-003,1,0,4,0
DEM-022358,INS-003,1,0,3,0
DEM-022359,INS-003,1,0,4,0
DEM-022360,INS-003,0,0,28,0
DEM-022362,INS-003,1,0,4,0
DEM-022365,INS-003,1,0,4,0
DEM-022370,INS-003,1,0,32,0
DEM-022371,INS-003,1,0,77,0
DEM-022373,INS-003,1,0,4,0
DEM-022376,INS-003,1,0,2,0
DEM-022377,INS-003,1,1,90,27916
DEM-022379,INS-003,1,1,90,9636
DEM-022380,INS-003,1,0,4,0
DEM-022385,INS-003,1,0,4,0
DEM-022389,INS-003,1,0,3,0
DEM-022391,INS-003,1,1,90,36887
DEM-022392,INS-003,1,0,4,0
DEM-022393,INS-003,1,0,4,0
DEM-022394,INS-003,1,0,2,0
DEM-022400,INS-003,1,1,90,49587
DEM-022409,INS-003,1,0,3,0
DEM-022414,INS-003,1,0,32,0
DEM-022418,INS-003,1,0,4,0
DEM-022419,INS-003,1,0,4,0
DEM-022420,INS-003,1,0,3,0
DEM-022421,INS-003,1,0,2,0
DEM-022424,INS-003,1,0,20,0
DEM-022425,INS-003,1,0,4,0
DEM-022428,INS-003,1,0,28,0
DEM-022429,INS-003,1,0,4,0
DEM-022431,INS-003,1,1,90,66666
DEM-022432,INS-003,1,0,83,0
DEM-022441,INS-003,1,0,52,0
DEM-022444,INS-003,0,1,90,28750
DEM-022446,INS-003,1,0,4,0
DEM-022451,INS-003,1,0,4,0
DEM-022452,INS-003,1,0,4,0
DEM-022453,INS-003,1,1,90,125000
DEM-022462,INS-003,1,0,3,0
DEM-022474,INS-003,1,0,27,0
DEM-022483,INS-003,0,0,3,0
DEM-022485,INS-003,1,0,4,0
DEM-022491,INS-003,1,0,4,0
DEM-022495,INS-003,1,0,28,0
DEM-022498,INS-003,1,0,4,0
DEM-022499,INS-003,1,0,16,0
DEM-022500,INS-003,1,0,4,0
DEM-022503,INS-003,0,0,34,0
DEM-022505,INS-003,1,1,90,24297
DEM-022514,INS-003,1,0,4,0
DEM-022516,INS-003,1,1,90,54583
DEM-022518,INS-003,1,0,4,0
DEM-022523,INS-003,1,0,3,0
DEM-022525,INS-003,1,0,2,0
DEM-022531,INS-003,1,0,4,0
DEM-022536,INS-003,1,0,4,0
DEM-022540,INS-003,1,0,3,0
DEM-022544,INS-003,1,0,3,0
DEM-022549,INS-003,1,0,4,0
DEM-022553,INS-003,1,0,0,0
DEM-022555,INS-003,1,0,10,0
DEM-022557,INS-003,1,0,4,0
DEM-022560,INS-003,1,1,90,83333
DEM-022561,INS-003,1,0,3,0
DEM-022564,INS-003,1,0,4,0
DEM-022565,INS-003,1,0,4,0
DEM-022566,INS-003,1,0,3,0
DEM-022567,INS-003,1,0,4,0
DEM-022568,INS-003,1,1,90,6327
DEM-022570,INS-003,1,0,1,0
DEM-022571,INS-003,1,0,1,0
DEM-022576,INS-003,1,1,121,55000
DEM-022584,INS-003,1,0,3,0
DEM-022590,INS-003,1,1,90,65000
DEM-022594,INS-003,1,0,1,0
DEM-022596,INS-003,1,0,4,0
DEM-022597,INS-003,1,0,3,0
DEM-022602,INS-003,1,0,3,0
DEM-022604,INS-003,1,0,23,0
DEM-022609,INS-003,1,0,4,0
DEM-022613,INS-003,1,0,4,0
DEM-022614,INS-003,0,0,0,0
DEM-022615,INS-003,1,0,21,0
DEM-022619,INS-003,1,0,4,0
DEM-022627,INS-003,1,0,2,0
DEM-022637,INS-003,1,0,29,0
DEM-022638,INS-003,1,1,90,32916
DEM-022645,INS-003,1,0,4,0
DEM-022657,INS-003,1,0,0,0
DEM-022660,INS-003,1,1,90,120000
DEM-022663,INS-003,1,0,3,0
DEM-022670,INS-003,1,0,4,0
DEM-022674,INS-003,1,0,2,0
DEM-022682,INS-003,1,1,90,111666
DEM-022683,INS-003,1,1,90,77083
DEM-022690,INS-003,1,1,90,41100
DEM-022692,INS-003,1,0,1,0
DEM-022696,INS-003,1,0,32,0
DEM-022702,INS-003,0,0,3,0
DEM-022709,INS-003,1,0,4,0
DEM-022714,INS-003,1,0,0,0
DEM-022735,INS-003,1,0,4,0
DEM-022736,INS-003,1,1,90,14463
DEM-022737,INS-003,0,0,4,0
DEM-022739,INS-003,0,0,3,0
DEM-022740,INS-003,1,0,0,0
DEM-022741,INS-003,1,0,30,0
DEM-022748,INS-003,0,0,3,0
DEM-022749,INS-003,1,0,28,0
DEM-022755,INS-003,1,0,36,0
DEM-022756,INS-003,1,0,33,0
DEM-022762,INS-003,1,0,31,0
DEM-022767,INS-003,1,0,4,0
DEM-022768,INS-003,1,0,4,0
DEM-022771,INS-003,1,0,15,0
DEM-022774,INS-003,1,0,70,0
DEM-022776,INS-003,1,0,4,0
DEM-022779,INS-003,1,0,29,0
DEM-022780,INS-003,1,0,3,0
DEM-022781,INS-003,1,0,4,0
DEM-022788,INS-003,1,0,1,0
DEM-022790,INS-003,1,0,4,0
DEM-022791,INS-003,1,0,3,0
DEM-022805,INS-003,1,0,1,0
DEM-022815,INS-003,1,0,4,0
DEM-022819,INS-003,1,0,3,0
DEM-022822,INS-003,1,0,27,0
DEM-022824,INS-003,1,0,4,0
DEM-022832,INS-003,1,0,4,0
DEM-022833,INS-003,1,0,3,0
DEM-022834,INS-003,1,0,2,0
DEM-022835,INS-003,0,0,4,0
DEM-022841,INS-003,0,0,4,0
DEM-022842,INS-003,1,0,4,0
DEM-022845,INS-003,1,0,3,0
DEM-022849,INS-003,1,0,4,0
DEM-022854,INS-003,1,0,4,0
DEM-022860,INS-003,1,0,9,0
DEM-022861,INS-003,1,0,3,0
DEM-022863,INS-003,1,0,1,0
DEM-022865,INS-003,1,0,4,0
DEM-022866,INS-003,1,0,3,0
DEM-022869,INS-003,1,0,18,0
DEM-022871,INS-003,1,0,4,0
DEM-022874,INS-003,1,0,4,0
DEM-022880,INS-003,1,0,4,0
DEM-022884,INS-003,1,0,32,0
DEM-022887,INS-003,1,0,3,0
DEM-022890,INS-003,1,0,4,0
DEM-022893,INS-003,1,0,4,0
DEM-022894,INS-003,1,0,3,0
DEM-022896,INS-003,1,0,33,0
DEM-022898,INS-003,1,0,4,0
DEM-022899,INS-003,1,0,4,0
DEM-022900,INS-003,1,0,4,0
DEM-022902,INS-003,1,0,32,0
DEM-022906,INS-003,1,0,3,0
DEM-022911,INS-003,1,1,121,67318
DEM-022916,INS-003,1,1,90,10555
DEM-022918,INS-003,1,0,4,0
DEM-022919,INS-003,1,0,1,0
DEM-022923,INS-003,1,0,4,0
DEM-022930,INS-003,1,0,16,0
DEM-022936,INS-003,1,0,18,0
DEM-022955,INS-003,1,0,29,0
DEM-022958,INS-003,1,0,3,0
DEM-022962,INS-003,1,0,3,0
DEM-022965,INS-003,1,0,4,0
DEM-022967,INS-003,1,0,2,0
DEM-022968,INS-003,1,0,3,0
DEM-022971,INS-003,1,0,34,0
DEM-022972,INS-003,0,0,4,0
DEM-022982,INS-003,1,0,4,0
DEM-022983,INS-003,0,0,4,0
DEM-022984,INS-003,1,0,1,0
DEM-022988,INS-003,1,1,90,62500
DEM-022990,INS-003,1,0,4,0
DEM-022993,INS-003,0,0,34,0
DEM-022999,INS-003,1,0,4,0
DEM-023000,INS-003,1,0,4,0
DEM-023001,INS-003,1,0,4,0
DEM-023002,INS-003,1,0,4,0
DEM-023003,INS-003,0,0,33,0
DEM-023004,INS-003,1,0,29,0
DEM-023009,INS-003,1,0,1,0
DEM-023011,INS-003,1,0,16,0
DEM-023013,INS-003,1,0,34,0
DEM-023019,INS-003,1,0,3,0
DEM-023021,INS-003,1,1,90,59583
DEM-023027,INS-003,0,0,4,0
DEM-023031,INS-003,1,0,4,0
DEM-023043,INS-003,1,0,4,0
DEM-023052,INS-003,1,0,4,0
DEM-023053,INS-003,1,0,4,0
DEM-023054,INS-003,1,0,4,0
DEM-023055,INS-003,0,0,4,0
DEM-023056,INS-003,1,0,4,0
DEM-023058,INS-003,1,0,2,0
DEM-023059,INS-003,0,0,4,0
DEM-023060,INS-003,1,0,34,0
DEM-023061,INS-003,1,0,3,0
DEM-023062,INS-003,1,0,2,0
DEM-023064,INS-003,1,0,39,0
DEM-023068,INS-003,1,0,4,0
DEM-023070,INS-003,1,0,3,0
DEM-023072,INS-003,1,0,30,0
DEM-023074,INS-003,1,0,3,0
DEM-023078,INS-003,1,0,57,0
DEM-023081,INS-003,1,0,33,0
DEM-023089,INS-003,1,1,90,42871
DEM-023093,INS-003,1,0,4,0
DEM-023104,INS-003,1,0,3,0
DEM-023105,INS-003,1,0,3,0
