identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000040,CLT-000032,INS-001,2024-06,297815,235848,61967,0.8378,0.8200,1.0239
ACT-000040,CLT-000032,INS-001,2024-07,185789,147131,38657,0.8595,0.5087,1.0239
ACT-000040,CLT-000032,INS-001,2024-08,270184,213966,56218,0.9189,0.6525,1.0239
ACT-000040,CLT-000032,INS-001,2024-09,263172,208413,54759,1.0000,0.6525,1.0239
ACT-000040,CLT-000032,INS-001,2024-10,195061,154474,40587,1.0811,0.6525,1.0239
ACT-000040,CLT-000032,INS-001,2024-11,201159,159303,41856,1.1405,0.6525,1.0239
ACT-000040,CLT-000032,INS-001,2024-12,207355,164211,43145,1.1622,0.6525,1.0239
ACT-000040,CLT-000032,INS-001,2025-01,238116,231092,7024,1.1405,0.6525,1.0000
ACT-000040,CLT-000032,INS-001,2025-02,263177,255413,7764,1.0811,1.1100,1.0000
ACT-000040,CLT-000032,INS-001,2025-03,283039,274690,8350,1.0000,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-04,393375,381771,11605,0.9189,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-05,242581,235425,7156,0.8595,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-06,261692,253972,7720,0.8378,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-07,302521,293596,8924,0.8595,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-08,250128,242749,7379,0.9189,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-09,308765,299657,9109,1.0000,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-10,486933,472568,14365,1.0811,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-11,382126,370853,11273,1.1405,1.0554,1.0000
ACT-000040,CLT-000032,INS-001,2025-12,420290,407891,12399,1.1622,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2021-10,408429,377062,31367,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2021-11,295357,272674,22683,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2021-12,512597,473230,39367,1.1796,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-01,224921,207647,17274,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-02,165534,152821,12713,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-03,289418,267190,22227,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-04,395067,364726,30341,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-05,192049,177299,14749,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-06,235302,217231,18071,0.8204,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-07,485986,448663,37324,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-08,383561,354103,29457,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-09,534169,493144,41024,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-10,296085,289747,6339,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-11,395660,387189,8470,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2022-12,423016,413960,9056,1.1796,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-01,372431,350705,21726,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-02,276715,260572,16142,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-03,193954,182639,11314,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-04,110663,104207,6456,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-05,249654,235090,14564,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-06,203767,188117,15649,0.8204,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-07,492479,454656,37822,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-08,190222,175613,14609,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-09,362181,334365,27815,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-10,95660,88314,7347,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-11,253338,233882,19456,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2023-12,194554,179612,14942,1.1796,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2024-01,377799,355760,22039,1.1555,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-02,447528,421421,26107,1.0898,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-03,462499,435519,26980,1.0000,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-04,233245,219639,13607,0.9102,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-05,210496,198216,12279,0.8445,0.4560,1.0239
ACT-000041,CLT-000033,INS-001,2024-06,241014,226955,14060,0.8204,0.4560,1.0239
ACT-000041,CLT-000033,INS-001,2024-07,143166,134815,8352,0.8445,0.4560,1.0239
ACT-000041,CLT-000033,INS-001,2024-08,407736,383950,23786,0.9102,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-09,326283,307249,19034,1.0000,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-10,140660,132454,8206,1.0898,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-11,243700,229484,14217,1.1555,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2024-12,330274,311007,19267,1.1796,1.0000,1.0239
ACT-000041,CLT-000033,INS-001,2025-01,451130,520604,-69474,1.1555,1.1886,1.0000
ACT-000041,CLT-000033,INS-001,2025-02,266412,307439,-41027,1.0898,1.1886,1.0000
ACT-000041,CLT-000033,INS-001,2025-03,202634,233839,-31206,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-04,115929,133782,-17853,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-05,229917,265325,-35407,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-06,352233,406477,-54244,0.8204,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-07,507558,585722,-78164,0.8445,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-08,381814,440613,-58799,0.9102,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-09,667104,769838,-102734,1.0000,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-10,424236,489569,-65332,1.0898,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-11,238793,275567,-36774,1.1555,1.0000,1.0000
ACT-000041,CLT-000033,INS-001,2025-12,271709,313553,-41843,1.1796,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2021-12,206868,172321,34547,1.6550,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-01,221935,184872,37063,1.5672,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-02,187201,155938,31263,1.3275,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-03,132941,110740,22201,1.0000,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-04,94254,78514,15740,0.6725,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-05,44774,37297,7477,0.4328,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-06,46021,38335,7685,0.3450,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2022-07,23634,19687,3947,0.4328,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2022-08,35275,29384,5891,0.6725,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2022-09,49637,41347,8289,1.0000,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2022-10,66791,58975,7816,1.3275,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2022-11,76526,67571,8955,1.5672,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2022-12,93083,82191,10893,1.6550,0.4079,1.0000
ACT-000042,CLT-000034,INS-001,2023-01,191789,162956,28834,1.5672,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-02,158064,134300,23763,1.3275,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-03,122959,104473,18486,1.0000,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-04,75392,64058,11334,0.6725,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-05,52680,44760,7920,0.4328,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-06,45237,37682,7555,0.3450,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-07,54669,45540,9130,0.4328,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-08,98117,81731,16386,0.6725,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-09,163331,136055,27276,1.0000,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-10,198190,165092,33098,1.3275,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-11,264275,220141,44134,1.5672,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2023-12,212736,177209,35527,1.6550,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2024-01,251473,213666,37806,1.5672,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-02,187278,159123,28155,1.3275,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-03,126162,107195,18967,1.0000,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-04,78801,66954,11847,0.6725,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-05,56493,48000,8493,0.4328,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-06,38561,32763,5797,0.3450,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-07,47779,40596,7183,0.4328,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-08,75063,63778,11285,0.6725,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-09,144879,123098,21781,1.0000,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-10,190995,162281,28714,1.3275,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-11,211675,179852,31823,1.5672,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2024-12,202140,171750,30390,1.6550,1.0000,1.0239
ACT-000042,CLT-000034,INS-001,2025-01,179553,186960,-7407,1.5672,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-02,183211,190768,-7557,1.3275,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-03,149776,155954,-6178,1.0000,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-04,92342,96151,-3809,0.6725,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-05,50771,52865,-2094,0.4328,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-06,48810,50823,-2013,0.3450,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-07,56091,58405,-2314,0.4328,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-08,98054,102098,-4045,0.6725,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-09,129702,135052,-5350,1.0000,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-10,160007,166607,-6600,1.3275,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-11,174815,182026,-7211,1.5672,1.0000,1.0000
ACT-000042,CLT-000034,INS-001,2025-12,225475,234776,-9301,1.6550,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-03,208869,193099,15770,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-04,171321,158386,12935,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-05,157187,145319,11868,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-06,136807,126478,10329,0.7396,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-07,114452,105810,8641,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-08,128032,118365,9666,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-09,140720,130096,10624,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-10,173815,170333,3482,1.1302,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-11,180272,176661,3611,1.2255,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2022-12,201485,197449,4036,1.2604,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-01,194009,182948,11060,1.2255,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-02,175047,165068,9979,1.1302,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-03,176545,166480,10065,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-04,181986,171611,10375,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-05,138878,130961,7917,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-06,126779,117207,9572,0.7396,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-07,149920,138601,11319,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-08,147732,136578,11154,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-09,145493,134508,10985,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-10,194848,180137,14711,1.1302,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-11,239101,221049,18052,1.2255,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2023-12,239165,221108,18057,1.2604,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2024-01,210734,198720,12014,1.2255,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-02,181939,171566,10372,1.1302,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-03,151689,143041,8648,1.0000,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-04,126161,118968,7192,0.8698,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-05,99500,93828,5673,0.7745,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-06,105272,99271,6002,0.7396,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-07,129156,121793,7363,0.7745,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-08,137594,129750,7844,0.8698,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-09,143412,135236,8176,1.0000,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-10,185111,174558,10553,1.1302,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-11,196931,185704,11227,1.2255,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2024-12,182124,171741,10383,1.2604,1.0000,1.0239
ACT-000043,CLT-000035,INS-001,2025-01,189949,219510,-29561,1.2255,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-02,171107,197736,-26629,1.1302,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-03,170186,196671,-26485,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-04,129325,149451,-20126,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-05,118043,136413,-18370,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-06,106600,123190,-16590,0.7396,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-07,105162,121528,-16366,0.7745,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-08,144193,166633,-22440,0.8698,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-09,164737,190374,-25637,1.0000,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-10,210885,243704,-32819,1.1302,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-11,209501,242105,-32604,1.2255,1.0000,1.0000
ACT-000043,CLT-000035,INS-001,2025-12,199625,230692,-31067,1.2604,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-05,38891,22980,15910,0.9243,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-06,38100,22513,15587,1.0000,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-07,41542,24547,16995,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-08,45443,26852,18591,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-09,48843,28861,19982,1.1515,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-10,48537,30402,18136,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-11,42960,26908,16052,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2022-12,41686,26110,15576,1.0000,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-01,45475,27409,18066,0.9242,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-02,39327,23703,15624,0.8688,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-03,35879,21625,14254,0.8485,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-04,35746,21545,14201,0.8688,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-05,38819,23397,15422,0.9243,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-06,43716,25832,17884,1.0000,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-07,50424,29795,20628,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-08,48131,28441,19691,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-09,52385,30955,21431,1.1515,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-10,48792,28831,19961,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-11,49754,29400,20355,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2023-12,47059,27807,19252,1.0000,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2024-01,44312,26708,17604,0.9242,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-02,41484,25003,16481,0.8688,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-03,44016,26529,17487,0.8485,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-04,41491,25007,16484,0.8688,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-05,48447,29200,19247,0.9243,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-06,44878,27049,17829,1.0000,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-07,52446,31610,20836,1.0757,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-08,57626,34732,22894,1.1312,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-09,64654,38968,25686,1.1515,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-10,59502,35863,23639,1.1312,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-11,60202,36285,23917,1.0757,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2024-12,54713,32977,21736,1.0000,1.0000,1.0239
ACT-000044,CLT-000036,INS-001,2025-01,49245,36373,12871,0.9242,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-02,40554,29954,10600,0.8688,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-03,39964,29519,10446,0.8485,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-04,48208,35607,12600,0.8688,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-05,45813,33839,11974,0.9243,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-06,49340,36444,12896,1.0000,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-07,53938,39840,14098,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-08,54847,40511,14336,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-09,59753,44135,15618,1.1515,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-10,67742,50036,17706,1.1312,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-11,63794,47120,16674,1.0757,1.0000,1.0000
ACT-000044,CLT-000036,INS-001,2025-12,59470,43926,15544,1.0000,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-05,145412,133183,12229,0.8314,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-06,144452,132304,12148,0.8540,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-07,152873,140017,12857,0.9157,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-08,210769,193044,17726,1.0000,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-09,233624,213976,19648,1.0843,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-10,264509,256799,7709,1.1460,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-11,213323,207105,6217,1.1686,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2022-12,197844,192077,5766,1.1460,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2023-01,191480,178884,12596,1.0843,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-02,165862,154951,10911,1.0000,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-03,171104,159849,11256,0.9157,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-04,202107,188812,13295,0.8540,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-05,149546,139709,9837,0.8314,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-06,209765,192123,17641,0.8540,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-07,208692,191141,17551,0.9157,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-08,215898,197741,18157,1.0000,0.9066,1.0000
ACT-000045,CLT-000037,INS-001,2023-09,343611,314714,28898,1.0843,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2023-10,376062,344435,31627,1.1460,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2023-11,333248,305222,28026,1.1686,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2023-12,184132,168646,15485,1.1460,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2024-01,243090,227099,15991,1.0843,1.0000,1.0239
ACT-000045,CLT-000037,INS-001,2024-02,247968,231656,16312,1.0000,1.0000,1.0239
ACT-000045,CLT-000037,INS-001,2024-03,199054,185960,13094,0.9157,1.0000,1.0239
ACT-000045,CLT-000037,INS-001,2024-04,243028,227041,15987,0.8540,1.0000,1.0239
ACT-000045,CLT-000037,INS-001,2024-05,234833,219385,15448,0.8314,1.0000,1.0239
ACT-000045,CLT-000037,INS-001,2024-06,235177,219707,15470,0.8540,1.1786,1.0239
ACT-000045,CLT-000037,INS-001,2024-07,280309,261870,18439,0.9157,1.1786,1.0239
ACT-000045,CLT-000037,INS-001,2024-08,360818,337082,23735,1.0000,1.1786,1.0239
ACT-000045,CLT-000037,INS-001,2024-09,324991,303612,21379,1.0843,1.1786,1.0239
ACT-000045,CLT-000037,INS-001,2024-10,408600,381721,26878,1.1460,1.1786,1.0239
ACT-000045,CLT-000037,INS-001,2024-11,359292,335657,23635,1.1686,0.8168,1.0239
ACT-000045,CLT-000037,INS-001,2024-12,321184,300056,21128,1.1460,0.8168,1.0239
ACT-000045,CLT-000037,INS-001,2025-01,216950,248381,-31431,1.0843,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-02,290780,332906,-42127,1.0000,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-03,291037,333200,-42164,0.9157,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-04,231176,264667,-33492,0.8540,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-05,212614,243417,-30802,0.8314,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-06,186897,213974,-27077,0.8540,0.6931,1.0000
ACT-000045,CLT-000037,INS-001,2025-07,299159,342500,-43341,0.9157,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2025-08,381445,436707,-55262,1.0000,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2025-09,326253,373519,-47266,1.0843,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2025-10,378018,432783,-54765,1.1460,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2025-11,471921,540291,-68370,1.1686,1.0000,1.0000
ACT-000045,CLT-000037,INS-001,2025-12,445943,510549,-64606,1.1460,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-06,152412,140219,12193,0.7837,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-07,176787,162644,14143,0.8127,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-08,169046,155522,13524,0.8919,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-09,153133,140883,12251,1.0000,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-10,176665,172283,4381,1.1081,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-11,193104,188315,4789,1.1873,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2022-12,217089,211705,5384,1.2163,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-01,233072,218715,14357,1.1873,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-02,190797,179044,11753,1.1081,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-03,180206,169105,11101,1.0000,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-04,199399,187116,12283,0.8918,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-05,246369,231192,15176,0.8127,1.0000,1.0000
ACT-000046,CLT-000038,INS-001,2023-06,53744,49444,4299,0.7837,0.4026,1.0000
ACT-000046,CLT-000038,INS-001,2023-07,50384,46353,4031,0.8127,0.4026,1.0000
ACT-000046,CLT-000038,INS-001,2023-08,42499,39099,3400,0.8919,0.4026,1.0000
ACT-000046,CLT-000038,INS-001,2023-09,58798,54094,4704,1.0000,0.4026,1.0000
ACT-000046,CLT-000038,INS-001,2023-10,69194,63659,5536,1.1081,0.4026,1.0000
ACT-000047,CLT-000039,INS-001,2022-07,235708,211171,24537,0.8769,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2022-08,274970,246346,28624,1.0000,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2022-09,215735,193277,22458,1.1232,0.7170,1.0000
ACT-000047,CLT-000039,INS-001,2022-10,204641,194338,10303,1.2133,0.7170,1.0000
ACT-000047,CLT-000039,INS-001,2022-11,226874,215452,11422,1.2463,0.7170,1.0000
ACT-000047,CLT-000039,INS-001,2022-12,289626,275045,14582,1.2133,0.7170,1.0000
ACT-000047,CLT-000039,INS-001,2023-01,239617,218966,20651,1.1232,0.7170,1.0000
ACT-000047,CLT-000039,INS-001,2023-02,266079,243148,22931,1.0000,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-03,227605,207990,19615,0.8768,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-04,200698,183401,17297,0.7867,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-05,199185,182018,17166,0.7537,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-06,248017,222199,25819,0.7867,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-07,269678,241605,28074,0.8769,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-08,260848,233693,27154,1.0000,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-09,306984,275027,31957,1.1232,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-10,335730,300781,34950,1.2133,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-11,335181,300288,34892,1.2463,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2023-12,349626,313230,36396,1.2133,1.0000,1.0000
ACT-000047,CLT-000039,INS-001,2024-01,339387,310138,29249,1.1232,1.0000,1.0239
